Group	Genes	Taxa	IDs
ORTHOMCL27204	2	1	pdam_00024064-RA(PocilloporaDamicornis) pdam_00025367-RA(PocilloporaDamicornis)
ORTHOMCL27205	2	1	pdam_00022734-RA(PocilloporaDamicornis) pdam_00007060-RA(PocilloporaDamicornis)
ORTHOMCL27206	2	1	pdam_00009913-RA(PocilloporaDamicornis) pdam_00007533-RA(PocilloporaDamicornis)
ORTHOMCL27207	2	1	pdam_00025754-RA(PocilloporaDamicornis) pdam_00005484-RA(PocilloporaDamicornis)
ORTHOMCL27208	2	1	pdam_00003987-RA(PocilloporaDamicornis) pdam_00021108-RA(PocilloporaDamicornis)
ORTHOMCL27209	2	1	pdam_00016958-RA(PocilloporaDamicornis) pdam_00012472-RA(PocilloporaDamicornis)
ORTHOMCL27210	2	1	pdam_00022234-RA(PocilloporaDamicornis) pdam_00022235-RA(PocilloporaDamicornis)
ORTHOMCL27211	2	1	pdam_00017053-RA(PocilloporaDamicornis) pdam_00017054-RA(PocilloporaDamicornis)
ORTHOMCL27212	2	1	pdam_00009641-RA(PocilloporaDamicornis) pdam_00023856-RA(PocilloporaDamicornis)
ORTHOMCL27213	2	1	pdam_00007233-RA(PocilloporaDamicornis) pdam_00007235-RA(PocilloporaDamicornis)
ORTHOMCL27214	2	1	pdam_00016310-RA(PocilloporaDamicornis) pdam_00022805-RA(PocilloporaDamicornis)
ORTHOMCL27215	2	1	pdam_00011596-RA(PocilloporaDamicornis) pdam_00011597-RA(PocilloporaDamicornis)
ORTHOMCL27216	2	1	pdam_00019375-RA(PocilloporaDamicornis) pdam_00019374-RA(PocilloporaDamicornis)
ORTHOMCL27217	2	1	pdam_00020605-RA(PocilloporaDamicornis) pdam_00013552-RA(PocilloporaDamicornis)
ORTHOMCL27218	2	1	pdam_00024223-RA(PocilloporaDamicornis) pdam_00024193-RA(PocilloporaDamicornis)
ORTHOMCL27219	2	1	pdam_00014188-RA(PocilloporaDamicornis) pdam_00012356-RA(PocilloporaDamicornis)
ORTHOMCL27220	2	1	pdam_00019390-RA(PocilloporaDamicornis) pdam_00019385-RA(PocilloporaDamicornis)
ORTHOMCL27221	2	1	pdam_00000035-RA(PocilloporaDamicornis) pdam_00000040-RA(PocilloporaDamicornis)
ORTHOMCL27222	2	1	pdam_00023257-RA(PocilloporaDamicornis) pdam_00023250-RA(PocilloporaDamicornis)
ORTHOMCL27223	2	1	pdam_00021447-RA(PocilloporaDamicornis) pdam_00008217-RA(PocilloporaDamicornis)
ORTHOMCL27224	2	1	pdam_00022896-RA(PocilloporaDamicornis) pdam_00007102-RA(PocilloporaDamicornis)
ORTHOMCL27225	2	1	pdam_00025472-RA(PocilloporaDamicornis) pdam_00025471-RA(PocilloporaDamicornis)
ORTHOMCL27226	2	1	pdam_00025627-RA(PocilloporaDamicornis) pdam_00014175-RA(PocilloporaDamicornis)
ORTHOMCL27227	2	1	pdam_00019161-RA(PocilloporaDamicornis) pdam_00003923-RA(PocilloporaDamicornis)
ORTHOMCL27228	2	1	pdam_00013870-RA(PocilloporaDamicornis) pdam_00013867-RA(PocilloporaDamicornis)
ORTHOMCL27229	2	1	pdam_00015816-RA(PocilloporaDamicornis) pdam_00015818-RA(PocilloporaDamicornis)
ORTHOMCL27230	2	1	pdam_00026009-RA(PocilloporaDamicornis) pdam_00002183-RA(PocilloporaDamicornis)
ORTHOMCL27231	2	1	pdam_00001943-RA(PocilloporaDamicornis) pdam_00001942-RA(PocilloporaDamicornis)
ORTHOMCL27232	2	1	pdam_00015764-RA(PocilloporaDamicornis) pdam_00000106-RA(PocilloporaDamicornis)
ORTHOMCL27233	2	1	pdam_00024187-RA(PocilloporaDamicornis) pdam_00024189-RA(PocilloporaDamicornis)
ORTHOMCL27234	2	1	pdam_00003330-RA(PocilloporaDamicornis) pdam_00003334-RA(PocilloporaDamicornis)
ORTHOMCL27235	2	1	pdam_00013635-RA(PocilloporaDamicornis) pdam_00013634-RA(PocilloporaDamicornis)
ORTHOMCL27236	2	1	pdam_00022925-RA(PocilloporaDamicornis) pdam_00022927-RA(PocilloporaDamicornis)
ORTHOMCL27237	2	1	pdam_00016539-RA(PocilloporaDamicornis) pdam_00016540-RA(PocilloporaDamicornis)
ORTHOMCL27238	2	1	pdam_00016654-RA(PocilloporaDamicornis) pdam_00016653-RA(PocilloporaDamicornis)
ORTHOMCL27239	2	1	pdam_00009162-RA(PocilloporaDamicornis) pdam_00022726-RA(PocilloporaDamicornis)
ORTHOMCL27240	2	1	pdam_00003980-RA(PocilloporaDamicornis) pdam_00001530-RA(PocilloporaDamicornis)
ORTHOMCL27241	2	1	pdam_00022334-RA(PocilloporaDamicornis) pdam_00010062-RA(PocilloporaDamicornis)
ORTHOMCL27242	2	1	pdam_00002662-RA(PocilloporaDamicornis) pdam_00002661-RA(PocilloporaDamicornis)
ORTHOMCL27243	2	1	pdam_00007042-RA(PocilloporaDamicornis) pdam_00025914-RA(PocilloporaDamicornis)
ORTHOMCL27244	2	1	pdam_00009799-RA(PocilloporaDamicornis) pdam_00025919-RA(PocilloporaDamicornis)
ORTHOMCL27245	2	1	pdam_00015464-RA(PocilloporaDamicornis) pdam_00015467-RA(PocilloporaDamicornis)
ORTHOMCL27246	2	1	pdam_00018549-RA(PocilloporaDamicornis) pdam_00018548-RA(PocilloporaDamicornis)
ORTHOMCL27247	2	1	pdam_00005103-RA(PocilloporaDamicornis) pdam_00025139-RA(PocilloporaDamicornis)
ORTHOMCL27248	2	1	pdam_00010315-RA(PocilloporaDamicornis) pdam_00010317-RA(PocilloporaDamicornis)
ORTHOMCL27249	2	1	pdam_00016443-RA(PocilloporaDamicornis) pdam_00016438-RA(PocilloporaDamicornis)
ORTHOMCL27250	2	1	pdam_00019046-RA(PocilloporaDamicornis) pdam_00017516-RA(PocilloporaDamicornis)
ORTHOMCL27251	2	1	pdam_00003981-RA(PocilloporaDamicornis) pdam_00002992-RA(PocilloporaDamicornis)
ORTHOMCL27252	2	1	pdam_00006228-RA(PocilloporaDamicornis) pdam_00018526-RA(PocilloporaDamicornis)
ORTHOMCL27253	2	1	pdam_00021640-RA(PocilloporaDamicornis) pdam_00003510-RA(PocilloporaDamicornis)
ORTHOMCL27254	2	1	pdam_00017601-RA(PocilloporaDamicornis) pdam_00017107-RA(PocilloporaDamicornis)
ORTHOMCL27255	2	1	pdam_00015940-RA(PocilloporaDamicornis) pdam_00015943-RA(PocilloporaDamicornis)
ORTHOMCL27256	2	1	pdam_00023853-RA(PocilloporaDamicornis) pdam_00019883-RA(PocilloporaDamicornis)
ORTHOMCL27257	2	1	pdam_00012346-RA(PocilloporaDamicornis) pdam_00012348-RA(PocilloporaDamicornis)
ORTHOMCL27258	2	1	pdam_00003586-RA(PocilloporaDamicornis) pdam_00013763-RA(PocilloporaDamicornis)
ORTHOMCL27259	2	1	pdam_00013899-RA(PocilloporaDamicornis) pdam_00016652-RA(PocilloporaDamicornis)
ORTHOMCL27260	2	1	pdam_00023211-RA(PocilloporaDamicornis) pdam_00024816-RA(PocilloporaDamicornis)
ORTHOMCL27261	2	1	pdam_00013632-RA(PocilloporaDamicornis) pdam_00013629-RA(PocilloporaDamicornis)
ORTHOMCL27262	2	1	pdam_00022930-RA(PocilloporaDamicornis) pdam_00022934-RA(PocilloporaDamicornis)
ORTHOMCL27263	2	1	pdam_00024600-RA(PocilloporaDamicornis) pdam_00012287-RA(PocilloporaDamicornis)
ORTHOMCL27264	2	1	pdam_00023554-RA(PocilloporaDamicornis) pdam_00023555-RA(PocilloporaDamicornis)
ORTHOMCL27265	2	1	pdam_00020735-RA(PocilloporaDamicornis) pdam_00020737-RA(PocilloporaDamicornis)
ORTHOMCL27266	2	1	pdam_00005314-RA(PocilloporaDamicornis) pdam_00005315-RA(PocilloporaDamicornis)
ORTHOMCL27267	2	1	pdam_00008674-RA(PocilloporaDamicornis) pdam_00024493-RA(PocilloporaDamicornis)
ORTHOMCL27268	2	1	pdam_00020569-RA(PocilloporaDamicornis) pdam_00008391-RA(PocilloporaDamicornis)
ORTHOMCL27269	2	1	pdam_00008806-RA(PocilloporaDamicornis) pdam_00008811-RA(PocilloporaDamicornis)
ORTHOMCL27270	2	1	pdam_00016116-RA(PocilloporaDamicornis) pdam_00016109-RA(PocilloporaDamicornis)
ORTHOMCL27271	2	1	pdam_00002648-RA(PocilloporaDamicornis) pdam_00010258-RA(PocilloporaDamicornis)
ORTHOMCL27272	2	1	pdam_00021933-RA(PocilloporaDamicornis) pdam_00021928-RA(PocilloporaDamicornis)
ORTHOMCL27273	2	1	pdam_00020515-RA(PocilloporaDamicornis) pdam_00020514-RA(PocilloporaDamicornis)
ORTHOMCL27274	2	1	pdam_00006198-RA(PocilloporaDamicornis) pdam_00006201-RA(PocilloporaDamicornis)
ORTHOMCL27275	2	1	pdam_00025245-RA(PocilloporaDamicornis) pdam_00021431-RA(PocilloporaDamicornis)
ORTHOMCL27276	2	1	pdam_00007555-RA(PocilloporaDamicornis) pdam_00007554-RA(PocilloporaDamicornis)
ORTHOMCL27277	2	1	pdam_00020593-RA(PocilloporaDamicornis) pdam_00025793-RA(PocilloporaDamicornis)
ORTHOMCL27278	2	1	pdam_00016626-RA(PocilloporaDamicornis) pdam_00025050-RA(PocilloporaDamicornis)
ORTHOMCL27279	2	1	pdam_00013234-RA(PocilloporaDamicornis) pdam_00022360-RA(PocilloporaDamicornis)
ORTHOMCL27280	2	1	pdam_00022303-RA(PocilloporaDamicornis) pdam_00022301-RA(PocilloporaDamicornis)
ORTHOMCL27281	2	1	pdam_00013167-RA(PocilloporaDamicornis) pdam_00013168-RA(PocilloporaDamicornis)
ORTHOMCL27282	2	1	pdam_00002181-RA(PocilloporaDamicornis) pdam_00002185-RA(PocilloporaDamicornis)
ORTHOMCL27283	2	1	pdam_00000147-RA(PocilloporaDamicornis) pdam_00000141-RA(PocilloporaDamicornis)
ORTHOMCL27284	2	1	pdam_00016786-RA(PocilloporaDamicornis) pdam_00016800-RA(PocilloporaDamicornis)
ORTHOMCL27285	2	1	pdam_00003861-RA(PocilloporaDamicornis) pdam_00011530-RA(PocilloporaDamicornis)
ORTHOMCL27286	2	1	pdam_00019623-RA(PocilloporaDamicornis) pdam_00019615-RA(PocilloporaDamicornis)
ORTHOMCL27287	2	1	pdam_00006848-RA(PocilloporaDamicornis) pdam_00015163-RA(PocilloporaDamicornis)
ORTHOMCL27288	2	1	pdam_00014984-RA(PocilloporaDamicornis) pdam_00022036-RA(PocilloporaDamicornis)
ORTHOMCL27289	2	1	pdam_00009824-RA(PocilloporaDamicornis) pdam_00009819-RA(PocilloporaDamicornis)
ORTHOMCL27290	2	1	pdam_00000348-RA(PocilloporaDamicornis) pdam_00000351-RA(PocilloporaDamicornis)
ORTHOMCL27291	2	1	pdam_00003930-RA(PocilloporaDamicornis) pdam_00026038-RA(PocilloporaDamicornis)
ORTHOMCL27292	2	1	pdam_00012776-RA(PocilloporaDamicornis) pdam_00010661-RA(PocilloporaDamicornis)
ORTHOMCL27293	2	1	pdam_00021600-RA(PocilloporaDamicornis) pdam_00024695-RA(PocilloporaDamicornis)
ORTHOMCL27294	2	1	pdam_00024681-RA(PocilloporaDamicornis) pdam_00021330-RA(PocilloporaDamicornis)
ORTHOMCL27295	2	1	pdam_00019979-RA(PocilloporaDamicornis) pdam_00025849-RA(PocilloporaDamicornis)
ORTHOMCL27296	2	1	pdam_00012900-RA(PocilloporaDamicornis) pdam_00012899-RA(PocilloporaDamicornis)
ORTHOMCL27297	2	1	pdam_00012417-RA(PocilloporaDamicornis) pdam_00017286-RA(PocilloporaDamicornis)
ORTHOMCL27298	2	1	pdam_00021991-RA(PocilloporaDamicornis) pdam_00020279-RA(PocilloporaDamicornis)
ORTHOMCL27299	2	1	pdam_00018663-RA(PocilloporaDamicornis) pdam_00018652-RA(PocilloporaDamicornis)
ORTHOMCL27300	2	1	pdam_00016556-RA(PocilloporaDamicornis) pdam_00003738-RA(PocilloporaDamicornis)
ORTHOMCL27301	2	1	pdam_00014254-RA(PocilloporaDamicornis) pdam_00014255-RA(PocilloporaDamicornis)
ORTHOMCL27302	2	1	pdam_00025259-RA(PocilloporaDamicornis) pdam_00024546-RA(PocilloporaDamicornis)
ORTHOMCL27303	2	1	pdam_00025304-RA(PocilloporaDamicornis) pdam_00022416-RA(PocilloporaDamicornis)
ORTHOMCL27304	2	1	pdam_00016792-RA(PocilloporaDamicornis) pdam_00016793-RA(PocilloporaDamicornis)
ORTHOMCL27305	2	1	pdam_00000037-RA(PocilloporaDamicornis) pdam_00000039-RA(PocilloporaDamicornis)
ORTHOMCL27306	2	1	pdam_00014346-RA(PocilloporaDamicornis) pdam_00014344-RA(PocilloporaDamicornis)
ORTHOMCL27307	2	1	pdam_00003927-RA(PocilloporaDamicornis) pdam_00019421-RA(PocilloporaDamicornis)
ORTHOMCL27308	2	1	pdam_00000515-RA(PocilloporaDamicornis) pdam_00000517-RA(PocilloporaDamicornis)
ORTHOMCL27309	2	1	pdam_00016861-RA(PocilloporaDamicornis) pdam_00022415-RA(PocilloporaDamicornis)
ORTHOMCL27310	2	1	pdam_00024915-RA(PocilloporaDamicornis) pdam_00024914-RA(PocilloporaDamicornis)
ORTHOMCL27311	2	1	pdam_00020852-RA(PocilloporaDamicornis) pdam_00000495-RA(PocilloporaDamicornis)
ORTHOMCL27312	2	1	pdam_00006919-RA(PocilloporaDamicornis) pdam_00012323-RA(PocilloporaDamicornis)
ORTHOMCL27313	2	1	pdam_00020739-RA(PocilloporaDamicornis) pdam_00020741-RA(PocilloporaDamicornis)
ORTHOMCL27314	2	1	pdam_00016057-RA(PocilloporaDamicornis) pdam_00016056-RA(PocilloporaDamicornis)
ORTHOMCL27315	2	1	pdam_00020823-RA(PocilloporaDamicornis) pdam_00025111-RA(PocilloporaDamicornis)
ORTHOMCL27316	2	1	pdam_00020167-RA(PocilloporaDamicornis) pdam_00020166-RA(PocilloporaDamicornis)
ORTHOMCL27317	2	1	pdam_00003163-RA(PocilloporaDamicornis) pdam_00016459-RA(PocilloporaDamicornis)
ORTHOMCL27318	2	1	pdam_00017158-RA(PocilloporaDamicornis) pdam_00017159-RA(PocilloporaDamicornis)
ORTHOMCL27319	2	1	pdam_00001500-RA(PocilloporaDamicornis) pdam_00004307-RA(PocilloporaDamicornis)
ORTHOMCL27320	2	1	pdam_00005678-RA(PocilloporaDamicornis) pdam_00014651-RA(PocilloporaDamicornis)
ORTHOMCL27321	2	1	pdam_00017261-RA(PocilloporaDamicornis) pdam_00010009-RA(PocilloporaDamicornis)
ORTHOMCL27322	2	1	pdam_00007564-RA(PocilloporaDamicornis) pdam_00007566-RA(PocilloporaDamicornis)
ORTHOMCL27323	2	1	pdam_00024790-RA(PocilloporaDamicornis) pdam_00021816-RA(PocilloporaDamicornis)
ORTHOMCL27324	2	1	pdam_00019727-RA(PocilloporaDamicornis) pdam_00019723-RA(PocilloporaDamicornis)
ORTHOMCL27325	2	1	pdam_00001395-RA(PocilloporaDamicornis) pdam_00001399-RA(PocilloporaDamicornis)
ORTHOMCL27326	2	1	pdam_00011902-RA(PocilloporaDamicornis) pdam_00011900-RA(PocilloporaDamicornis)
ORTHOMCL27327	2	1	pdam_00000075-RA(PocilloporaDamicornis) pdam_00004732-RA(PocilloporaDamicornis)
ORTHOMCL27328	2	1	pdam_00020951-RA(PocilloporaDamicornis) pdam_00020949-RA(PocilloporaDamicornis)
ORTHOMCL27329	2	1	pdam_00019091-RA(PocilloporaDamicornis) pdam_00021075-RA(PocilloporaDamicornis)
ORTHOMCL27330	2	1	pdam_00008802-RA(PocilloporaDamicornis) pdam_00023082-RA(PocilloporaDamicornis)
ORTHOMCL27331	2	1	pdam_00020107-RA(PocilloporaDamicornis) pdam_00001968-RA(PocilloporaDamicornis)
ORTHOMCL27332	2	1	pdam_00024107-RA(PocilloporaDamicornis) pdam_00012110-RA(PocilloporaDamicornis)
ORTHOMCL27333	2	1	pdam_00024777-RA(PocilloporaDamicornis) pdam_00024779-RA(PocilloporaDamicornis)
ORTHOMCL27334	2	1	pdam_00010151-RA(PocilloporaDamicornis) pdam_00010153-RA(PocilloporaDamicornis)
ORTHOMCL27335	2	1	pdam_00022933-RA(PocilloporaDamicornis) pdam_00022931-RA(PocilloporaDamicornis)
ORTHOMCL27336	2	1	pdam_00011988-RA(PocilloporaDamicornis) pdam_00022363-RA(PocilloporaDamicornis)
ORTHOMCL27337	2	1	pdam_00021415-RA(PocilloporaDamicornis) pdam_00020826-RA(PocilloporaDamicornis)
ORTHOMCL27338	2	1	pdam_00013856-RA(PocilloporaDamicornis) pdam_00013857-RA(PocilloporaDamicornis)
ORTHOMCL27339	2	1	pdam_00016111-RA(PocilloporaDamicornis) pdam_00016112-RA(PocilloporaDamicornis)
ORTHOMCL27340	2	1	pdam_00004161-RA(PocilloporaDamicornis) pdam_00004160-RA(PocilloporaDamicornis)
ORTHOMCL27341	2	1	pdam_00017974-RA(PocilloporaDamicornis) pdam_00013991-RA(PocilloporaDamicornis)
ORTHOMCL27342	2	1	pdam_00018081-RA(PocilloporaDamicornis) pdam_00018079-RA(PocilloporaDamicornis)
ORTHOMCL27343	2	1	pdam_00015147-RA(PocilloporaDamicornis) pdam_00015146-RA(PocilloporaDamicornis)
ORTHOMCL27344	2	1	pdam_00010018-RA(PocilloporaDamicornis) pdam_00006729-RA(PocilloporaDamicornis)
ORTHOMCL27345	2	1	pdam_00005939-RA(PocilloporaDamicornis) pdam_00016510-RA(PocilloporaDamicornis)
ORTHOMCL27346	2	1	pdam_00019752-RA(PocilloporaDamicornis) pdam_00019751-RA(PocilloporaDamicornis)
ORTHOMCL27347	2	1	pdam_00024560-RA(PocilloporaDamicornis) pdam_00024559-RA(PocilloporaDamicornis)
ORTHOMCL27348	2	1	pdam_00011911-RA(PocilloporaDamicornis) pdam_00011912-RA(PocilloporaDamicornis)
ORTHOMCL27349	2	1	pdam_00011449-RA(PocilloporaDamicornis) pdam_00022142-RA(PocilloporaDamicornis)
ORTHOMCL27350	2	1	pdam_00007634-RA(PocilloporaDamicornis) pdam_00025581-RA(PocilloporaDamicornis)
ORTHOMCL27351	2	1	pdam_00013483-RA(PocilloporaDamicornis) pdam_00013485-RA(PocilloporaDamicornis)
ORTHOMCL27352	2	1	pdam_00007266-RA(PocilloporaDamicornis) pdam_00007267-RA(PocilloporaDamicornis)
ORTHOMCL27353	2	1	pdam_00022995-RA(PocilloporaDamicornis) pdam_00022996-RA(PocilloporaDamicornis)
ORTHOMCL27354	2	1	pdam_00012865-RA(PocilloporaDamicornis) pdam_00024844-RA(PocilloporaDamicornis)
ORTHOMCL27355	2	1	pdam_00021245-RA(PocilloporaDamicornis) pdam_00020747-RA(PocilloporaDamicornis)
ORTHOMCL27356	2	1	pdam_00025513-RA(PocilloporaDamicornis) pdam_00017401-RA(PocilloporaDamicornis)
ORTHOMCL27357	2	1	pdam_00022899-RA(PocilloporaDamicornis) pdam_00021140-RA(PocilloporaDamicornis)
ORTHOMCL27358	2	1	pdam_00022905-RA(PocilloporaDamicornis) pdam_00022808-RA(PocilloporaDamicornis)
ORTHOMCL27359	2	1	pdam_00013267-RA(PocilloporaDamicornis) pdam_00025429-RA(PocilloporaDamicornis)
