GO.ID,Term,Annotated,Significant,Expected,Rank in classicFisher,classicFisher,elimFisher,topgoFisher,parentchildFisher
GO:0006188,IMP biosynthetic process,4,0,0.48,859,1.0000,1.0000,1.0000,1.00000
GO:0006189,'de novo' IMP biosynthetic process,3,0,0.36,860,1.0000,1.0000,1.0000,1.00000
GO:0006206,pyrimidine nucleobase metabolic process,8,0,0.96,861,1.0000,1.0000,1.0000,1.00000
GO:0006207,'de novo' pyrimidine nucleobase biosynth...,7,0,0.84,862,1.0000,1.0000,1.0000,1.00000
GO:0006213,pyrimidine nucleoside metabolic process,12,0,1.44,863,1.0000,1.0000,1.0000,1.00000
GO:0006216,cytidine catabolic process,1,0,0.12,864,1.0000,1.0000,1.0000,1.00000
GO:0006220,pyrimidine nucleotide metabolic process,14,0,1.68,865,1.0000,1.0000,1.0000,1.00000
GO:0006221,pyrimidine nucleotide biosynthetic proce...,14,0,1.68,866,1.0000,1.0000,1.0000,1.00000
GO:0006222,UMP biosynthetic process,2,0,0.24,867,1.0000,1.0000,1.0000,1.00000
GO:0006228,UTP biosynthetic process,7,0,0.84,868,1.0000,1.0000,1.0000,1.00000
GO:0006231,dTMP biosynthetic process,1,0,0.12,869,1.0000,1.0000,1.0000,1.00000
GO:0006233,dTDP biosynthetic process,1,0,0.12,870,1.0000,1.0000,1.0000,1.00000
GO:0006238,CMP salvage,1,0,0.12,871,1.0000,1.0000,1.0000,1.00000
GO:0006241,CTP biosynthetic process,8,0,0.96,872,1.0000,1.0000,1.0000,1.00000
GO:0006260,DNA replication,62,0,7.45,873,1.0000,1.0000,1.0000,1.00000
GO:0006261,DNA-dependent DNA replication,22,0,2.64,874,1.0000,1.0000,1.0000,1.00000
GO:0006265,DNA topological change,4,0,0.48,875,1.0000,1.0000,1.0000,1.00000
GO:0006266,DNA ligation,3,0,0.36,876,1.0000,1.0000,1.0000,1.00000
GO:0006269,DNA replication synthesis of RNA primer,1,0,0.12,877,1.0000,1.0000,1.0000,1.00000
GO:0006270,DNA replication initiation,13,0,1.56,878,1.0000,1.0000,1.0000,1.00000
GO:0006271,DNA strand elongation involved in DNA re...,1,0,0.12,879,1.0000,1.0000,1.0000,1.00000
GO:0006273,lagging strand elongation,1,0,0.12,880,1.0000,1.0000,1.0000,1.00000
GO:0006274,DNA replication termination,1,0,0.12,881,1.0000,1.0000,1.0000,1.00000
GO:0006275,regulation of DNA replication,4,0,0.48,882,1.0000,1.0000,1.0000,1.00000
GO:0006278,RNA-dependent DNA replication,1,0,0.12,883,1.0000,1.0000,1.0000,1.00000
GO:0006282,regulation of DNA repair,2,0,0.24,884,1.0000,1.0000,1.0000,1.00000
GO:0006298,mismatch repair,10,0,1.2,885,1.0000,1.0000,1.0000,1.00000
GO:0006301,postreplication repair,3,0,0.36,886,1.0000,1.0000,1.0000,1.00000
GO:0006302,double-strand break repair,16,0,1.92,887,1.0000,1.0000,1.0000,1.00000
GO:0006303,double-strand break repair via nonhomolo...,4,0,0.48,888,1.0000,1.0000,1.0000,1.00000
GO:0006305,DNA alkylation,1,0,0.12,889,1.0000,1.0000,1.0000,1.00000
GO:0006306,DNA methylation,1,0,0.12,890,1.0000,1.0000,1.0000,1.00000
GO:0006308,DNA catabolic process,5,0,0.6,891,1.0000,1.0000,1.0000,1.00000
GO:0006309,apoptotic DNA fragmentation,1,0,0.12,892,1.0000,1.0000,1.0000,1.00000
GO:0006336,DNA replication-independent nucleosome a...,2,0,0.24,893,1.0000,1.0000,1.0000,1.00000
GO:0006338,chromatin remodeling,16,0,1.92,894,1.0000,1.0000,1.0000,1.00000
GO:0006342,chromatin silencing,5,0,0.6,895,1.0000,1.0000,1.0000,1.00000
GO:0006348,chromatin silencing at telomere,1,0,0.12,896,1.0000,1.0000,1.0000,1.00000
GO:0006354,DNA-templated transcription elongation,9,0,1.08,897,1.0000,1.0000,1.0000,1.00000
GO:0006357,regulation of transcription from RNA pol...,57,0,6.85,898,1.0000,1.0000,1.0000,1.00000
GO:0006359,regulation of transcription from RNA pol...,1,0,0.12,899,1.0000,1.0000,1.0000,1.00000
GO:0006364,rRNA processing,23,0,2.76,900,1.0000,1.0000,1.0000,1.00000
GO:0006366,transcription from RNA polymerase II pro...,76,0,9.13,901,1.0000,1.0000,1.0000,1.00000
GO:0006367,transcription initiation from RNA polyme...,7,0,0.84,902,1.0000,1.0000,1.0000,1.00000
GO:0006368,transcription elongation from RNA polyme...,6,0,0.72,903,1.0000,1.0000,1.0000,1.00000
GO:0006370,7-methylguanosine mRNA capping,1,0,0.12,904,1.0000,1.0000,1.0000,1.00000
GO:0006376,mRNA splice site selection,2,0,0.24,905,1.0000,1.0000,1.0000,1.00000
GO:0006378,mRNA polyadenylation,3,0,0.36,906,1.0000,1.0000,1.0000,1.00000
GO:0006379,mRNA cleavage,5,0,0.6,907,1.0000,1.0000,1.0000,1.00000
