Spis3477	GO:0008094
Spis24499	GO:0003676, GO:0006353
Spis22810	GO:0003676, GO:0015074
Spis1648	GO:0005515, GO:0042981
Spis4130	GO:0006468
Spis15650	GO:0043015
Spis15651	GO:0003677, GO:0005634, GO:0006281, GO:0008263
Spis4132	GO:0005525, GO:0007264
Spis15652	GO:0005524, GO:0006468, GO:0042981
Spis22815	GO:0005515, GO:0016021, GO:0016500
Spis4134	GO:0070840
Spis22816	GO:0005515
Spis4136	GO:0008152, GO:0048037
Spis22818	GO:0003676, GO:0015074
Spis15657	GO:0005515
Spis25301	GO:0005524, GO:0006468
Spis15658	GO:0004096, GO:0020037, GO:0055114
Spis4139	GO:0005515
Spis25302	GO:0016020
Spis18140	GO:0016021
Spis25303	GO:0008017
Spis25306	GO:0016853, GO:0031419, GO:0046872
Spis18144	GO:0005524, GO:0006468
Spis7920	GO:0004518
Spis25307	GO:0016624, GO:0016746
Spis18145	GO:0016020
Spis7921	GO:0005525
Spis25308	GO:0016740, GO:0016783
Spis20721	GO:0004842
Spis7922	GO:0005201
Spis480	GO:0007029
Spis2040	GO:0005515
Spis481	GO:0007249, GO:0051028
Spis18148	GO:0005509, GO:0007205, GO:0008152, GO:0016301, GO:0035556
Spis482	GO:0005975
Spis20724	GO:0005515, GO:0007018
Spis2042	GO:0003676
Spis18149	GO:0005739
Spis483	GO:0005509, GO:0005515
Spis13564	GO:0003676, GO:0046983
Spis7927	GO:0005201
Spis7928	GO:0005201, GO:0016787
Spis2046	GO:0009116
Spis7929	GO:0005524, GO:0051082
Spis23210	GO:0006298, GO:0030983
Spis20729	GO:0004518
Spis23211	GO:0005509
Spis13568	GO:0008270
Spis23212	GO:0030246
Spis2049	GO:0005201
Spis16051	GO:0005524, GO:0006468
Spis23214	GO:0003676, GO:0006353, GO:0015074
Spis16052	GO:0016021, GO:0055114
Spis16053	GO:0016021
Spis23217	GO:0046872
Spis16055	GO:0016021
Spis5831	GO:0000776
Spis16056	GO:0031515
Spis5832	GO:0005515
Spis16057	GO:0005515, GO:0005524, GO:0006468
Spis11470	GO:0005524, GO:0006468
Spis5833	GO:0006629
Spis16058	GO:0005515
Spis5834	GO:0097428
Spis16059	GO:0016020
Spis11472	GO:0005509, GO:0055085, GO:0070588
Spis5835	GO:0009982
Spis5836	GO:0055114
Spis11474	GO:0004842
Spis5837	GO:0008375
Spis11475	GO:0016020
Spis5838	GO:0005515, GO:0051260
Spis11476	GO:0017119
Spis8320	GO:0006508, GO:0007596
Spis5839	GO:0003676, GO:0046983
Spis21120	GO:0005524, GO:0006468
Spis19840	GO:0005515
Spis11477	GO:0005488, GO:0005515, GO:0019894
Spis8321	GO:0007015
Spis21121	GO:0008234
Spis19841	GO:0005525, GO:0006886
Spis11478	GO:0005515, GO:0035434
Spis21122	GO:0003676, GO:0003723
Spis11479	GO:0055114
Spis8323	GO:0005524, GO:0006468, GO:0008349
Spis21123	GO:0003676, GO:0003723
Spis19843	GO:0005515
Spis8324	GO:0003677
Spis21124	GO:0007264
Spis19844	GO:0032218
Spis8325	GO:0006810, GO:0016020, GO:0016021
Spis19845	GO:0032218
Spis8326	GO:0006810, GO:0016020, GO:0016021
Spis19846	GO:0016021
Spis8327	GO:0005515
Spis3740	GO:0005509
Spis19847	GO:0005515
Spis8328	GO:0042157
Spis21128	GO:0008083
Spis3742	GO:0003676
Spis19849	GO:0003676, GO:0005515, GO:0015074
Spis3743	GO:0003676
Spis3744	GO:0003676
Spis6230	GO:0006355
Spis17750	GO:0005525
Spis6231	GO:0005515
Spis24913	GO:0006313
Spis17751	GO:0055114
Spis17752	GO:0005524, GO:0006468
Spis24915	GO:0006418, GO:0006420
Spis17753	GO:0005515
Spis17755	GO:0005515
Spis24918	GO:0003723, GO:0008199, GO:0015935, GO:0019843, GO:0045454, GO:0055114
Spis6237	GO:0005515, GO:0042799
Spis6238	GO:0005515
Spis1651	GO:0055114
Spis17759	GO:0008234, GO:0050790
Spis1652	GO:0043547
Spis1653	GO:0055114
Spis1657	GO:0016021
Spis1658	GO:0016021
Spis1659	GO:0003676
Spis15660	GO:0005515, GO:0016192
Spis4141	GO:0003676
Spis15661	GO:0015630
Spis15662	GO:0005681
Spis22825	GO:0060828
Spis15663	GO:0005488, GO:0005515, GO:0016301
Spis15664	GO:0055114
Spis4145	GO:0007165
Spis15665	GO:0005515
Spis4146	GO:0007165
Spis22828	GO:0007165, GO:0007205
Spis15666	GO:0003677, GO:0015074, GO:0051607
Spis25310	GO:0006508, GO:0030145
Spis15667	GO:0045454, GO:0055114
Spis15668	GO:0005488, GO:0005515
Spis18150	GO:0008289
Spis15669	GO:0017137
Spis18151	GO:0003676, GO:0003824, GO:0055114
Spis902	GO:0005515, GO:0016021
Spis25314	GO:0008081, GO:0008889
Spis903	GO:0005515
Spis25316	GO:0003824, GO:0044571
Spis18154	GO:0005515
Spis905	GO:0045892, GO:0046983
Spis7930	GO:0007165, GO:0031683
Spis20730	GO:0004518, GO:0008270
Spis18155	GO:0003676, GO:0015074
Spis906	GO:0005515
Spis7931	GO:0003676, GO:0015074
Spis20731	GO:0003676
Spis907	GO:0005515
Spis490	GO:0003676, GO:0006366
Spis25319	GO:0003824, GO:0006807
Spis20732	GO:0016021
Spis908	GO:0003676
Spis7933	GO:0008270, GO:0008408
Spis2051	GO:0005525, GO:0016020
Spis18158	GO:0005515
Spis13571	GO:0016887, GO:0055085
Spis909	GO:0006355
Spis7934	GO:0004518, GO:0008270
Spis2052	GO:0005201
Spis18159	GO:0005515
Spis493	GO:0005515
Spis13573	GO:0016020
Spis2054	GO:0003824, GO:0055114
Spis13574	GO:0003676, GO:0003677
Spis495	GO:0016779
Spis2055	GO:0003824, GO:0055114
Spis13575	GO:0016055
Spis496	GO:0005515
Spis20738	GO:0046872
Spis2056	GO:0005201
Spis13576	GO:0016787
Spis13577	GO:0005524, GO:0006468, GO:0007165, GO:0035556
Spis23222	GO:0007165, GO:0042981
Spis16060	GO:0003824, GO:0004518, GO:0005515, GO:0006281, GO:0016788, GO:0035312
Spis16061	GO:0003677, GO:0015074
Spis16062	GO:0006355, GO:0008270, GO:0043401, GO:0043565
Spis23225	GO:0005515
Spis16063	GO:0016020
Spis23226	GO:0042981
Spis16064	GO:0016020
Spis5840	GO:0005515, GO:0051260
Spis5841	GO:0005515, GO:0051260
Spis23228	GO:0003676, GO:0005515
Spis16066	GO:0003676, GO:0003723
Spis5842	GO:0005515, GO:0051260
Spis23229	GO:0005515, GO:0042981
Spis11480	GO:0035434
Spis5843	GO:0005515, GO:0050660, GO:0051260, GO:0055114
Spis11481	GO:0016021
Spis5844	GO:0005509, GO:0055085
Spis16069	GO:0003676, GO:0003723
Spis11483	GO:0005201
Spis5847	GO:0004144, GO:0045017
Spis5849	GO:0005509
Spis21130	GO:0051539, GO:0055114
Spis19850	GO:0005515
Spis11487	GO:0006810, GO:0016192
Spis19851	GO:0005515, GO:0055085
Spis11488	GO:0016627
Spis8332	GO:0003676
Spis21132	GO:0055114
Spis19852	GO:0004842, GO:0005515, GO:0061630
Spis11489	GO:0005515
Spis8333	GO:0000030, GO:0016021
Spis8334	GO:0003676
Spis21134	GO:0006096
Spis8335	GO:0004842
Spis21135	GO:0008152, GO:0009395
Spis8336	GO:0003677
Spis21136	GO:0016567, GO:0071157
Spis19856	GO:0003676, GO:0006353
Spis8337	GO:0005515
Spis21137	GO:0003676, GO:0006508, GO:0015074
Spis8338	GO:0003676, GO:0005515, GO:0015074
Spis3751	GO:0003676
Spis8339	GO:0032580
Spis21139	GO:0003676, GO:0003723
Spis3755	GO:0008270
Spis3756	GO:0008270
Spis3757	GO:0008270
Spis24920	GO:0003824, GO:0009401, GO:0016772
Spis3758	GO:0008270
Spis24921	GO:0005524, GO:0046872
Spis24922	GO:0016874, GO:0016884
Spis17760	GO:0016747
Spis6241	GO:0006659
Spis24923	GO:0009058, GO:0009396, GO:0016874, GO:0051301
Spis17761	GO:0003676, GO:0008270, GO:0015074
Spis6242	GO:0016780
Spis17762	GO:0003676, GO:0015074
Spis6243	GO:0005515
Spis24928	GO:0005524, GO:0006468
Spis17766	GO:0003676
Spis6247	GO:0005515, GO:0005852
Spis24929	GO:0005515
Spis17767	GO:0003677, GO:0015074
Spis6248	GO:0005509, GO:0016020
Spis6249	GO:0005509, GO:0016020
Spis1662	GO:0008289
Spis1664	GO:0006629, GO:0008152
Spis10200	GO:0005515, GO:0008270, GO:0046330
Spis1665	GO:0008152
Spis22830	GO:0005515, GO:0005524, GO:0006468
Spis1667	GO:0008270
Spis1668	GO:0008270
Spis10204	GO:0003676, GO:0008234
Spis15670	GO:0016624, GO:0043231
Spis10205	GO:0003676, GO:0015074
Spis4151	GO:0003676, GO:0015074
Spis15671	GO:0005524
Spis10206	GO:0003676
Spis4152	GO:0005488, GO:0005515, GO:0005737
Spis22834	GO:0005515, GO:0008270, GO:0046330
Spis15672	GO:0005525
Spis22835	GO:0003676, GO:0015074
Spis15673	GO:0035556, GO:0045454
Spis10208	GO:0003676
Spis4154	GO:0016021
Spis22836	GO:0005515, GO:0008270, GO:0046330
Spis15674	GO:0005515
Spis10209	GO:0004518, GO:0008270
Spis4155	GO:0046872
Spis15676	GO:0005515
Spis22839	GO:0003676, GO:0006353
Spis15677	GO:0005515, GO:0005622, GO:0008270
Spis25321	GO:0008080
Spis15678	GO:0016787
Spis910	GO:0055114
Spis25322	GO:0005509
Spis18160	GO:0005515
Spis15679	GO:0060271
Spis25323	GO:0005524, GO:0046983, GO:0051082
Spis912	GO:0016021
Spis18162	GO:0030983
Spis913	GO:0005515
Spis18163	GO:0045454
Spis914	GO:0003676
Spis18164	GO:0045454
Spis915	GO:0006412
Spis18165	GO:0003824, GO:0005975
Spis916	GO:0016012, GO:0016020
Spis7941	GO:0005576
Spis18166	GO:0003824, GO:0005975
Spis917	GO:0008168
Spis7942	GO:0005576
Spis13580	GO:0005515
Spis918	GO:0005975
Spis7943	GO:0016020
Spis20743	GO:0005509
Spis2061	GO:0003676, GO:0015074
Spis13581	GO:0016286
Spis919	GO:0003824, GO:0030170
Spis20744	GO:0003676
Spis2062	GO:0003676, GO:0015074
Spis18169	GO:0016853, GO:0045454
Spis20746	GO:0015074
Spis2064	GO:0003676, GO:0015074
Spis13584	GO:0005515
Spis7947	GO:0003824, GO:0010181, GO:0051536, GO:0051539, GO:0055114
Spis2065	GO:0005515, GO:0005856, GO:0007165
Spis7948	GO:0008033, GO:0016070
Spis13586	GO:0003676, GO:0015074
Spis7949	GO:0042254, GO:0042256
Spis23230	GO:0005525
Spis13587	GO:0005515
Spis2068	GO:0016747
Spis23232	GO:0008017
Spis16070	GO:0047150
Spis23233	GO:0005515
Spis16071	GO:0003824, GO:0016772
Spis16072	GO:0016020
Spis11902	GO:0005509
Spis23235	GO:0005515, GO:0005524, GO:0006397, GO:0006468
Spis11903	GO:0055114
Spis11904	GO:0009982
Spis23237	GO:0005515
Spis16075	GO:0035023
Spis11905	GO:0006508, GO:0008237, GO:0016486
Spis5851	GO:0008237, GO:0008270, GO:0031012
Spis23238	GO:0005515, GO:0008270
Spis5852	GO:0008237, GO:0008270, GO:0031012
Spis23239	GO:0005515
Spis11490	GO:0003676, GO:0008270
Spis5853	GO:0008237, GO:0008270, GO:0031012
Spis11908	GO:0000166, GO:0006418, GO:0006434
Spis11491	GO:0003723
Spis5854	GO:0008237, GO:0008270, GO:0031012
Spis16079	GO:0005509
Spis11492	GO:0003676, GO:0005515
Spis5855	GO:0008237, GO:0008270, GO:0031012
Spis11493	GO:0006355
Spis5856	GO:0008237, GO:0008270, GO:0031012
Spis11494	GO:0004674, GO:0006468
Spis5857	GO:0008237, GO:0008270, GO:0031012
Spis5858	GO:0008237, GO:0008270, GO:0031012
Spis5859	GO:0008237, GO:0008270, GO:0031012
Spis21140	GO:0003676, GO:0003723, GO:0005525
Spis19860	GO:0005509
Spis19862	GO:0003676, GO:0008270
Spis19863	GO:0005509, GO:0005578
Spis8344	GO:0003676
Spis19864	GO:0003676
Spis21145	GO:0003676, GO:0003723
Spis19865	GO:0003676, GO:0015074
Spis8346	GO:0003676
Spis21146	GO:0005509, GO:0005515
Spis3760	GO:0005525
Spis21147	GO:0004842
Spis19867	GO:0003676, GO:0008270, GO:0015074
Spis8348	GO:0008270
Spis3761	GO:0005524, GO:0016817
Spis3762	GO:0016491, GO:0055114
Spis19869	GO:0005515, GO:0008270, GO:0042981
Spis3763	GO:0035091
Spis3764	GO:0003824, GO:0008234, GO:0035091
Spis12300	GO:0006886, GO:0046872
Spis3765	GO:0055085
Spis12301	GO:0005515, GO:0007165
Spis3768	GO:0003676, GO:0005515
Spis24931	GO:0055085
Spis3769	GO:0005488, GO:0016301, GO:0035091, GO:0048015
Spis24933	GO:0016020
Spis17771	GO:0003676, GO:0008408, GO:0015074
Spis6252	GO:0003676, GO:0015074
Spis6253	GO:0008270
Spis24935	GO:0051536, GO:0051539
Spis17773	GO:0055114
Spis12308	GO:0005515
Spis24936	GO:0008152
Spis17774	GO:0003676
Spis12309	GO:0005739
Spis24937	GO:0000398
Spis17775	GO:0006508, GO:0008237, GO:0008270
Spis6256	GO:0005515, GO:0005524, GO:0006468
Spis24938	GO:0016857
Spis24939	GO:0016758
Spis1670	GO:0008270
Spis1672	GO:0008270
Spis1674	GO:0008452
Spis1675	GO:0007049
Spis1676	GO:0005515
Spis22840	GO:0003676, GO:0015074
Spis1678	GO:0005515, GO:0007165
Spis1679	GO:0005515
Spis15680	GO:0006351
Spis10215	GO:0015934, GO:0097228
Spis22843	GO:0007018
Spis15681	GO:0046983
Spis4162	GO:0003676
Spis15682	GO:0030154, GO:0046983
Spis10217	GO:0005515, GO:0008270
Spis15683	GO:0046983
Spis22846	GO:0008270
Spis15684	GO:0005515, GO:0055114
Spis10219	GO:0008270
Spis4165	GO:0005515, GO:0008076, GO:0051260, GO:0055085
Spis22847	GO:0005515
Spis15685	GO:0005515, GO:0055114
Spis4166	GO:0033588
Spis22848	GO:0005515
Spis4167	GO:0005524, GO:0006468
Spis25330	GO:0005515
Spis22849	GO:0003676, GO:0015074
Spis15687	GO:0046983
Spis25331	GO:0042834
Spis15688	GO:0009058
Spis920	GO:0008146
Spis4169	GO:0016740
Spis18170	GO:0006355, GO:0046983
Spis15689	GO:0005515
Spis921	GO:0032543
Spis18171	GO:0008270, GO:0036459
Spis922	GO:0016790
Spis25334	GO:0008168, GO:0032259
Spis18172	GO:0055085
Spis923	GO:0016433
Spis25335	GO:0005515
Spis7950	GO:1903432
Spis25337	GO:0005524, GO:0046034, GO:0046933
Spis7951	GO:0016592
Spis18176	GO:0070273
Spis927	GO:0006468
Spis7952	GO:0003676
Spis18177	GO:0005515
Spis18178	GO:0018208
Spis20754	GO:0004842
Spis2072	GO:0016787
Spis13592	GO:0003676, GO:0008270
Spis20755	GO:0005524
Spis2073	GO:0016787
Spis13593	GO:0003676
Spis7956	GO:0005515
Spis2074	GO:0006310
Spis7957	GO:0005515
Spis20757	GO:0016747
Spis13595	GO:0003676, GO:0015074
Spis7958	GO:0016021, GO:0016079
Spis20758	GO:0005488, GO:0005515
Spis13596	GO:0003676
Spis7959	GO:0055114
Spis23240	GO:0005515, GO:0008270
Spis2077	GO:0005515
Spis13597	GO:0004518, GO:0008270
Spis2078	GO:0005515
Spis23243	GO:0005515
Spis23244	GO:0016021
Spis16082	GO:0005515, GO:0016810
Spis11912	GO:0006887, GO:0016787
Spis23245	GO:0005515
Spis23246	GO:0016021
Spis16084	GO:0008603
Spis11914	GO:0005515, GO:0005524, GO:0016021
Spis5860	GO:0008237, GO:0008270, GO:0031012
Spis23249	GO:0004518, GO:0008270
Spis5863	GO:0004518, GO:0008270
Spis16088	GO:0004386, GO:0005524
Spis11918	GO:0055114
Spis16089	GO:0005488
Spis11919	GO:0005515
Spis5865	GO:0046872
Spis5866	GO:0005515
Spis5868	GO:0000160, GO:0016020, GO:0055085
Spis5869	GO:0005515
Spis21150	GO:0003676
Spis14405	GO:0005524, GO:0006468
Spis8351	GO:0005515
Spis21151	GO:0005509, GO:0005515
Spis14406	GO:0005515
Spis21152	GO:0005509, GO:0005515, GO:0005578
Spis19872	GO:0005515, GO:0008270, GO:0042981
Spis14407	GO:0005515
Spis8353	GO:0016021
Spis21153	GO:0005509, GO:0005515, GO:0005578
Spis19873	GO:0004842
Spis8354	GO:0005515, GO:0046983
Spis19874	GO:0005509, GO:0007160
Spis8355	GO:0046983
Spis19875	GO:0008081
Spis8356	GO:0003887, GO:0006281, GO:0042276
Spis21156	GO:0003676
Spis8357	GO:0005515
Spis21157	GO:0006468
Spis3771	GO:0050660, GO:0055114
Spis21158	GO:0006468
Spis8359	GO:0006014, GO:0016301, GO:0016773
Spis21159	GO:0005515, GO:0006468, GO:0007165, GO:0007264
Spis19879	GO:0071805
Spis3774	GO:0016020
Spis3775	GO:0016020
Spis12311	GO:0005515
Spis3776	GO:0003677
Spis12312	GO:0005515, GO:0061630
Spis3777	GO:0005525
Spis24940	GO:0005515
Spis12313	GO:0005524, GO:0006468
Spis24941	GO:0004842
Spis6260	GO:0016021
Spis3779	GO:0003950, GO:0006471
Spis24942	GO:0003676, GO:0015074
Spis12315	GO:0005515
Spis24943	GO:0006355, GO:0006464, GO:0055114
Spis17781	GO:0005515, GO:0016459, GO:0051015
Spis12316	GO:0007165
Spis17782	GO:0016758
Spis12317	GO:0004518, GO:0008270
Spis6263	GO:0005524, GO:0006099, GO:0008152
Spis24945	GO:0008152, GO:0009072
Spis12318	GO:0005515
Spis6264	GO:0016592
Spis24946	GO:0048870
Spis17784	GO:0005515
Spis12319	GO:0005488, GO:0005515
Spis17785	GO:0005515
Spis6266	GO:0005515
Spis17786	GO:0045454
Spis6267	GO:0005509, GO:0005515
Spis24949	GO:0071973
Spis1680	GO:0055085
Spis6268	GO:0005488, GO:0042176
Spis1681	GO:0046983
Spis1683	GO:0006355
Spis1684	GO:0005515
Spis10220	GO:0003676
Spis1685	GO:0005525
Spis10221	GO:0005515, GO:0008270, GO:0042981
Spis1686	GO:0005515, GO:0006468
Spis10222	GO:0005515, GO:0008270, GO:0042981
Spis22850	GO:0005515
Spis1687	GO:0003677, GO:0043565
Spis10223	GO:0008270, GO:0042981
Spis22852	GO:0003676, GO:0015074
Spis1689	GO:0016758
Spis15690	GO:0006414
Spis10225	GO:0005524, GO:0008026
Spis4171	GO:0046872
Spis15691	GO:0003677, GO:0005509, GO:0005515, GO:0016787, GO:0055114
Spis4172	GO:0005515
Spis10227	GO:0008270
Spis4173	GO:0005525, GO:0007264
Spis15693	GO:0005509, GO:0005578
Spis15694	GO:0005509
Spis10229	GO:0008270, GO:0042981
Spis22857	GO:0006561, GO:0055114
Spis15695	GO:0006629, GO:0008152
Spis4176	GO:0016021
Spis15696	GO:0008152
Spis4177	GO:0004842, GO:0006412, GO:0015935
Spis25340	GO:0003677, GO:0005515, GO:0015074
Spis22859	GO:0003676, GO:0015074
Spis930	GO:0003676
Spis4179	GO:0005515
Spis18180	GO:0006000, GO:0006003, GO:0008152
Spis15699	GO:0006629, GO:0008152
Spis25343	GO:0015920
Spis18181	GO:0006334
Spis25344	GO:0005524, GO:0006508, GO:0030163
Spis18182	GO:0005515, GO:0005524, GO:0006468
Spis18183	GO:0005515
Spis934	GO:0005515
Spis25346	GO:0016817
Spis18184	GO:0005515
Spis7960	GO:0008474, GO:0098599
Spis25347	GO:0003676, GO:0005524, GO:0006353, GO:0006783, GO:0008186
Spis20760	GO:0004518
Spis7961	GO:0050662
Spis20761	GO:0003676
Spis18186	GO:0003676, GO:0005515
Spis7962	GO:0003676
Spis20762	GO:0005524, GO:0006468
Spis18187	GO:0001735, GO:0055114
Spis938	GO:0006182, GO:0006468, GO:0016021, GO:0035556
Spis2081	GO:0003676
Spis20763	GO:0005524, GO:0006468
Spis18188	GO:0003824, GO:0030170
Spis939	GO:0003676, GO:0015074
Spis20764	GO:0006468
Spis18189	GO:0005515, GO:0032012
Spis2083	GO:0004518, GO:0008234
Spis16502	GO:0005515, GO:0006468
Spis7967	GO:0005515
Spis20767	GO:0005525
Spis2086	GO:0003676, GO:0015074
Spis20768	GO:0005515
Spis7969	GO:0003676
Spis20769	GO:0005515, GO:0016020, GO:0016021
Spis23251	GO:0016021
Spis2088	GO:0004518
Spis16506	GO:0007165
Spis16507	GO:0046983, GO:0055114
Spis16090	GO:0003677, GO:0006265, GO:0008270, GO:0043565
Spis23253	GO:0003676, GO:0015074
Spis16091	GO:0005515
Spis11921	GO:0003676, GO:0008270, GO:0015074
Spis23254	GO:0003676
Spis16509	GO:0003676, GO:0008408
Spis16092	GO:0005515, GO:0008270
Spis23255	GO:0005515
Spis11923	GO:0005525
Spis23256	GO:0016787
Spis16094	GO:0005524
Spis23257	GO:0005515, GO:0006508
Spis16095	GO:0005515, GO:0043565
Spis11925	GO:0005524
Spis5871	GO:0005515
Spis16096	GO:0007018, GO:0016887, GO:0030286
Spis23259	GO:0003677, GO:0015074
Spis16097	GO:0005515, GO:0035556
Spis11927	GO:0005488, GO:0005515
Spis5873	GO:0005515, GO:0043531
Spis5874	GO:0005515, GO:0043531
Spis16099	GO:0055085
Spis5875	GO:0005515, GO:0043531
Spis14411	GO:0005515
Spis5876	GO:0006260, GO:0006270, GO:0042555
Spis5877	GO:0005515, GO:0043531
Spis14413	GO:0005515
Spis8360	GO:0005515
Spis5879	GO:0042555
Spis21160	GO:0005488, GO:0016020
Spis19880	GO:0005524
Spis14415	GO:0006508, GO:0006915, GO:0008234, GO:0042981
Spis8361	GO:0016887, GO:0055085
Spis19881	GO:0006281, GO:0006289, GO:0016788
Spis14416	GO:0005515
Spis8362	GO:0004842
Spis19882	GO:0005509
Spis8363	GO:0005509
Spis21164	GO:0003676
Spis8365	GO:0046983
Spis21165	GO:0003676, GO:0003950
Spis3780	GO:0003824, GO:0055114
Spis21167	GO:0003950, GO:0005515, GO:0008270
Spis3781	GO:0006468
Spis21168	GO:0003950, GO:0005515, GO:0008270
Spis12321	GO:0016787
Spis3787	GO:0005524, GO:0006468
Spis12324	GO:0005515, GO:0005524, GO:0006468
Spis6270	GO:0055114
Spis3789	GO:0005515
Spis24952	GO:0004518
Spis12325	GO:0005524, GO:0035556, GO:0046872
Spis6271	GO:0005488
Spis24953	GO:0005515, GO:0050660, GO:0055114
Spis17791	GO:0005515
Spis12326	GO:0003676, GO:0008270
Spis6272	GO:0005509, GO:0005515
Spis24954	GO:0006352, GO:0016887, GO:0016987
Spis17792	GO:0005515
Spis12327	GO:0005515, GO:0008270, GO:0055114, GO:0071949
Spis12328	GO:0055114, GO:0071949
Spis6274	GO:0005515
Spis17794	GO:0005515, GO:0005524, GO:0007165, GO:0007264
Spis24958	GO:0003676, GO:0006353
Spis6277	GO:0016787
Spis24959	GO:0016020
Spis1690	GO:0006351
Spis6278	GO:0016787, GO:0052689
Spis17798	GO:0003676, GO:0015074
Spis6279	GO:0003676
Spis1692	GO:0006508
Spis1693	GO:0006508
Spis1694	GO:0036459
Spis1695	GO:0005515
Spis1696	GO:0090266
Spis10232	GO:0008270
Spis1698	GO:0006810, GO:0016192
Spis10234	GO:0005515, GO:0030496
Spis4180	GO:0006810, GO:0016021
Spis1699	GO:0046983
Spis4181	GO:0016021, GO:0055085
Spis10236	GO:0003676
Spis4182	GO:0046923
Spis10237	GO:0005515
Spis18601	GO:0005524, GO:0006468
Spis10238	GO:0055114
Spis4184	GO:0042981
Spis22866	GO:0007264
Spis18602	GO:0005488
Spis4185	GO:0042981
Spis18603	GO:0005509
Spis4186	GO:0042981
Spis22868	GO:0005509, GO:0008270
Spis4187	GO:0005488, GO:0030117
Spis18606	GO:0016055
Spis2500	GO:0003676, GO:0005852
Spis18607	GO:0016055
Spis18190	GO:0003676, GO:0003677, GO:0006313
Spis25353	GO:0051536
Spis2501	GO:0005515
Spis18608	GO:0004791, GO:0055114
Spis942	GO:0016021
Spis25354	GO:0005515
Spis18609	GO:0016021
Spis18192	GO:0005515
Spis943	GO:0016021
Spis25355	GO:0055114
Spis18193	GO:0005524, GO:0006468
Spis18194	GO:0007165
Spis7970	GO:0008270, GO:0036459
Spis2505	GO:0008418
Spis18195	GO:0004781, GO:0005524
Spis946	GO:0007165
Spis7971	GO:0005524, GO:0006508, GO:0016020, GO:0016021
Spis25358	GO:0016020, GO:0042597
Spis2506	GO:0030128
Spis947	GO:0003676, GO:0015074
Spis7972	GO:0008234
Spis2507	GO:0005515
Spis2090	GO:0008270
Spis7973	GO:0005515
Spis2508	GO:0003676
Spis20773	GO:0003677, GO:0004518, GO:0015074
Spis18198	GO:0003676
Spis7974	GO:0005515
Spis2509	GO:0004842
Spis2092	GO:0004518, GO:0008270
Spis20774	GO:0006468, GO:0008270
Spis18199	GO:0005524, GO:0006468, GO:0016020, GO:0016021
Spis16510	GO:0055114
Spis2093	GO:0003676
Spis2094	GO:0003676, GO:0015074
Spis20776	GO:0003824, GO:0005515, GO:0046872, GO:0055114
Spis7977	GO:0003677, GO:0003917, GO:0006265
Spis2095	GO:0004518, GO:0008270
Spis20777	GO:0006950
Spis7978	GO:0008374
Spis20778	GO:0006950
Spis7979	GO:0003950
Spis20779	GO:0003677, GO:0015074
Spis2098	GO:0003676, GO:0003677
Spis23262	GO:0016020
Spis2099	GO:0016787
Spis11930	GO:0003676, GO:0015074
Spis11931	GO:0003676, GO:0015074
Spis19000	GO:0005524, GO:0006468
Spis23265	GO:0003677, GO:0015074
Spis19001	GO:0005515, GO:0043531
Spis11933	GO:0018342, GO:0018344
Spis23266	GO:0003676
Spis19002	GO:0005515
Spis11934	GO:0003676, GO:0006418, GO:0006430
Spis19003	GO:0005515
Spis23268	GO:0007165
Spis19005	GO:0007264
Spis11937	GO:0006396
Spis5883	GO:0004518, GO:0008270
Spis5884	GO:0070701
Spis19007	GO:0007165
Spis14420	GO:0005515
Spis5885	GO:0070290
Spis14421	GO:0008270
Spis5886	GO:0070290
Spis14422	GO:0005515, GO:0008270, GO:0046872
Spis5888	GO:0019773, GO:0043161, GO:0051603
Spis14424	GO:0003676, GO:0006353
Spis8370	GO:0015074
Spis5889	GO:0006508, GO:0046872
Spis21170	GO:0003676
Spis21171	GO:0005524, GO:0006468
Spis14427	GO:0008270
Spis8373	GO:0006508
Spis8374	GO:0005515, GO:0006468
Spis8375	GO:0003824, GO:0016829
Spis19895	GO:0005507, GO:0055114
Spis19896	GO:0005507, GO:0055114
Spis8377	GO:0003723, GO:0015935, GO:0019843
Spis3790	GO:0008152
Spis21177	GO:0006470
Spis19897	GO:0005507, GO:0055114
Spis3791	GO:0008152
Spis21178	GO:0005509, GO:0005578
Spis19898	GO:0003676, GO:0005507, GO:0055114
Spis8379	GO:0051725
Spis3792	GO:0005515, GO:0005622, GO:0008270, GO:0061630
Spis21179	GO:0005509
Spis19899	GO:0003676
Spis3793	GO:0006508, GO:0008237, GO:0008270
Spis3794	GO:0005515
Spis3795	GO:0006508, GO:0008237, GO:0008270
Spis12332	GO:0005515
Spis3797	GO:0004866, GO:0005576, GO:0005615
Spis24960	GO:0051287, GO:0055114
Spis12333	GO:0005515
Spis3798	GO:0005515
Spis24961	GO:0006418, GO:0006436
Spis12334	GO:0005515
Spis6280	GO:0005525
Spis6281	GO:0005515, GO:0006355
Spis24963	GO:0055114
Spis12336	GO:0005515, GO:0007165
Spis6282	GO:0005634
Spis24964	GO:0006355, GO:0008270
Spis6283	GO:0008076, GO:0051260, GO:0055085
Spis24965	GO:0016817
Spis12338	GO:0006412
Spis6284	GO:0003676, GO:0005515, GO:0046983
Spis24966	GO:0043531
Spis12339	GO:0006614, GO:0048500
Spis6285	GO:0006486
Spis24968	GO:0005515
Spis6287	GO:0004222, GO:0008237
Spis24969	GO:0006508
Spis6288	GO:0004222, GO:0008237
